co2_1(45-60) co2_2(45-60) t1(45-60) h1(45-60) t2(45-60) h2(45-60) t3(45-60) h3(45-60) co2_1(30-45) co2_2(30-45) t1(30-45) h1(30-45) t2(30-45) h2(30-45) t3(30-45) h3(30-45) co2_1(15-30) co2_2(15-30) t1(15-30) h1(15-30) t2(15-30) h2(15-30) t3(15-30) h3(15-30) co2_1(0-15) co2_2(0-15) t1(0-15) h1(0-15) t2(0-15) h2(0-15) t3(0-15) h3(0-15) sco2_1(0-60) sco2_2(0-60) st1(0-60) sh1(0-60) st2(0-60) sh2(0-60) st3(0-60) sh3(0-60) sco2_1(0-45) sco2_2(0-45) st1(0-45) sh1(0-45) st2(0-45) sh2(0-45) st3(0-45) sh3(0-45) sco2_1(0-30) sco2_2(0-30) st1(0-30) sh1(0-30) st2(0-30) sh2(0-30) st3(0-30) sh3(0-30) sco2_1(0-15) sco2_2(0-15) st1(0-15) sh1(0-15) st2(0-15) sh2(0-15) st3(0-15) sh3(0-15) label
-5 10 0.0 0.0 0.0 0.0 0.0 0.0 -7 -19 0.1 0.0 0.0 0.0 0.0 0.0 -3 -9 0.0 0.0 0.0 0.0 0.0 0.0 -4 11 0.0 0.0 0.1 0.0 0.0 0.0 -19 -7 0.1 0.0 0.1 0.0 0.0 0.0 -14 -17 0.1 0.0 0.1 0.0 0.0 0.0 -7 2 0.0 0.0 0.1 0.0 0.0 0.0 -4 11 0.0 0.0 0.1 0.0 0.0 0.0 1
-4 3 0.0 0.0 0.1 0.0 0.0 0.0 -3 5 0.1 0.0 0.0 1.0 0.0 0.0 13 24 0.1 0.0 0.1 0.0 0.0 0.0 18 -4 0.0 0.0 0.0 0.0 0.0 0.0 24 28 0.2 0.0 0.0 1.0 0.0 0.0 28 25 0.2 0.0 0.1 1.0 0.0 0.0 31 20 0.1 0.0 0.1 0.0 0.0 0.0 18 -4 0.0 0.0 0.0 0.0 0.0 0.0 0
-3 5 0.1 0.0 0.0 1.0 0.0 0.0 13 24 0.1 0.0 0.1 0.0 0.0 0.0 18 -4 0.0 0.0 0.0 0.0 0.0 0.0 8 0 0.0 1.0 0.0 0.0 0.0 2.0 36 25 0.2 1.0 0.1 1.0 0.0 2.0 39 20 0.1 1.0 0.1 0.0 0.0 2.0 26 -4 0.0 1.0 0.0 0.0 0.0 2.0 8 0 0.0 1.0 0.0 0.0 0.0 2.0 0
13 24 0.1 0.0 0.1 0.0 0.0 0.0 18 -4 0.0 0.0 0.0 0.0 0.0 0.0 8 0 0.0 1.0 0.0 0.0 0.0 2.0 -2 0 0.1 0.0 0.0 0.0 0.0 2.0 37 20 0.2 1.0 0.1 0.0 0.0 0.0 24 -4 0.1 1.0 0.0 0.0 0.0 0.0 6 0 0.1 1.0 0.0 0.0 0.0 0.0 -2 0 0.1 0.0 0.0 0.0 0.0 2.0 0
18 -4 0.0 0.0 0.0 0.0 0.0 0.0 8 0 0.0 1.0 0.0 0.0 0.0 2.0 -2 0 0.1 0.0 0.0 0.0 0.0 2.0 -7 -17 0.0 0.0 0.0 1.0 0.0 2.0 17 -21 0.1 1.0 0.0 1.0 0.0 2.0 -1 -17 0.1 1.0 0.0 1.0 0.0 2.0 -9 -17 0.1 0.0 0.0 1.0 0.0 0.0 -7 -17 0.0 0.0 0.0 1.0 0.0 2.0 0
8 0 0.0 1.0 0.0 0.0 0.0 2.0 -2 0 0.1 0.0 0.0 0.0 0.0 2.0 -7 -17 0.0 0.0 0.0 1.0 0.0 2.0 0 -5 0.0 0.0 0.0 0.0 0.1 2.0 -1 -22 0.1 1.0 0.0 1.0 0.1 0.0 -9 -22 0.1 0.0 0.0 1.0 0.1 2.0 -7 -22 0.0 0.0 0.0 1.0 0.1 0.0 0 -5 0.0 0.0 0.0 0.0 0.1 2.0 0
-2 0 0.1 0.0 0.0 0.0 0.0 2.0 -7 -17 0.0 0.0 0.0 1.0 0.0 2.0 0 -5 0.0 0.0 0.0 0.0 0.1 2.0 5 11 0.0 0.0 0.0 0.0 0.0 2.0 -4 -11 0.1 0.0 0.0 1.0 0.1 0.0 -2 -11 0.0 0.0 0.0 1.0 0.1 2.0 5 6 0.0 0.0 0.0 0.0 0.1 0.0 5 11 0.0 0.0 0.0 0.0 0.0 2.0 0
-7 -17 0.0 0.0 0.0 1.0 0.0 2.0 0 -5 0.0 0.0 0.0 0.0 0.1 2.0 5 11 0.0 0.0 0.0 0.0 0.0 2.0 2 0 0.0 0.0 0.0 0.0 0.0 0.0 0 -11 0.0 0.0 0.0 1.0 0.1 2.0 7 6 0.0 0.0 0.0 0.0 0.1 0.0 7 11 0.0 0.0 0.0 0.0 0.0 2.0 2 0 0.0 0.0 0.0 0.0 0.0 0.0 0
0 -5 0.0 0.0 0.0 0.0 0.1 2.0 5 11 0.0 0.0 0.0 0.0 0.0 2.0 2 0 0.0 0.0 0.0 0.0 0.0 0.0 -4 -13 0.1 0.0 0.0 0.0 0.1 0.0 3 -7 0.1 0.0 0.0 0.0 0.0 0.0 3 -2 0.1 0.0 0.0 0.0 0.1 2.0 -2 -13 0.1 0.0 0.0 0.0 0.1 0.0 -4 -13 0.1 0.0 0.0 0.0 0.1 0.0 0
25 5 0.0 0.0 0.0 0.0 0.1 0.0 13 -8 0.0 0.0 0.1 0.0 0.2 0.0 6 -7 0.0 0.0 0.0 0.0 0.1 0.0 -8 -11 0.0 0.0 0.1 0.0 0.1 0.0 36 -21 0.0 0.0 0.0 0.0 0.5 0.0 11 -26 0.0 0.0 0.0 0.0 0.4 0.0 -2 -18 0.0 0.0 0.1 0.0 0.2 0.0 -8 -11 0.0 0.0 0.1 0.0 0.1 0.0 1
13 -8 0.0 0.0 0.1 0.0 0.2 0.0 6 -7 0.0 0.0 0.0 0.0 0.1 0.0 -8 -11 0.0 0.0 0.1 0.0 0.1 0.0 -11 1 0.0 0.0 0.1 0.0 0.0 0.0 0 -25 0.0 0.0 0.1 0.0 0.4 0.0 -13 -17 0.0 0.0 0.0 0.0 0.2 0.0 -19 -10 0.0 0.0 0.0 0.0 0.1 0.0 -11 1 0.0 0.0 0.1 0.0 0.0 0.0 1
6 -7 0.0 0.0 0.0 0.0 0.1 0.0 -8 -11 0.0 0.0 0.1 0.0 0.1 0.0 -11 1 0.0 0.0 0.1 0.0 0.0 0.0 -11 -7 0.0 0.0 0.1 0.0 0.1 0.0 -24 -24 0.0 0.0 0.1 0.0 0.3 0.0 -30 -17 0.0 0.0 0.1 0.0 0.2 0.0 -22 -6 0.0 0.0 0.0 0.0 0.1 0.0 -11 -7 0.0 0.0 0.1 0.0 0.1 0.0 1
-8 -11 0.0 0.0 0.1 0.0 0.1 0.0 -11 1 0.0 0.0 0.1 0.0 0.0 0.0 -11 -7 0.0 0.0 0.1 0.0 0.1 0.0 -13 -10 0.1 0.0 0.1 1.0 0.2 0.0 -43 -27 0.1 0.0 0.0 1.0 0.4 0.0 -35 -16 0.1 0.0 0.1 1.0 0.3 0.0 -24 -17 0.1 0.0 0.0 1.0 0.3 0.0 -13 -10 0.1 0.0 0.1 1.0 0.2 0.0 1
-11 1 0.0 0.0 0.1 0.0 0.0 0.0 -11 -7 0.0 0.0 0.1 0.0 0.1 0.0 -13 -10 0.1 0.0 0.1 1.0 0.2 0.0 -10 1 0.1 0.0 0.2 0.0 0.1 0.0 -45 -15 0.0 0.0 0.3 1.0 0.2 0.0 -34 -16 0.0 0.0 0.2 1.0 0.2 0.0 -23 -9 0.0 0.0 0.3 1.0 0.1 0.0 -10 1 0.1 0.0 0.2 0.0 0.1 0.0 1
-11 -7 0.0 0.0 0.1 0.0 0.1 0.0 -13 -10 0.1 0.0 0.1 1.0 0.2 0.0 -10 1 0.1 0.0 0.2 0.0 0.1 0.0 -14 0 0.0 0.0 0.2 0.0 0.1 0.0 -48 -16 0.0 0.0 0.0 1.0 0.3 0.0 -37 -9 0.0 0.0 0.1 1.0 0.2 0.0 -24 1 0.1 0.0 0.0 0.0 0.0 0.0 -14 0 0.0 0.0 0.2 0.0 0.1 0.0 1
-13 -10 0.1 0.0 0.1 1.0 0.2 0.0 -10 1 0.1 0.0 0.2 0.0 0.1 0.0 -14 0 0.0 0.0 0.2 0.0 0.1 0.0 -8 -14 0.0 0.0 0.1 1.0 0.1 0.0 -45 -23 0.0 0.0 0.0 0.0 0.3 0.0 -32 -13 0.1 0.0 0.1 1.0 0.1 0.0 -22 -14 0.0 0.0 0.3 1.0 0.2 0.0 -8 -14 0.0 0.0 0.1 1.0 0.1 0.0 1
-10 1 0.1 0.0 0.2 0.0 0.1 0.0 -14 0 0.0 0.0 0.2 0.0 0.1 0.0 -8 -14 0.0 0.0 0.1 1.0 0.1 0.0 -9 9 0.0 0.0 0.0 0.0 0.0 0.0 -41 -4 0.1 0.0 0.1 1.0 0.1 0.0 -31 -5 0.0 0.0 0.3 1.0 0.2 0.0 -17 -5 0.0 0.0 0.1 1.0 0.1 0.0 -9 9 0.0 0.0 0.0 0.0 0.0 0.0 1
2 1 0.0 0.0 0.0 0.0 0.1 0.0 14 2 0.0 0.0 0.0 0.0 0.0 0.0 7 -5 0.0 0.0 0.2 0.0 0.1 0.0 0 1 0.0 0.0 0.2 1.0 0.1 0.0 23 -1 0.0 0.0 0.0 1.0 0.3 0.0 21 -2 0.0 0.0 0.0 1.0 0.2 0.0 7 -4 0.0 0.0 0.0 1.0 0.2 0.0 0 1 0.0 0.0 0.2 1.0 0.1 0.0 0
14 2 0.0 0.0 0.0 0.0 0.0 0.0 7 -5 0.0 0.0 0.2 0.0 0.1 0.0 0 1 0.0 0.0 0.2 1.0 0.1 0.0 -3 2 0.0 0.0 0.0 1.0 0.0 0.0 18 0 0.0 0.0 0.0 0.0 0.2 0.0 4 -2 0.0 0.0 0.0 0.0 0.2 0.0 -3 3 0.0 0.0 0.2 0.0 0.1 0.0 -3 2 0.0 0.0 0.0 1.0 0.0 0.0 0
7 -5 0.0 0.0 0.2 0.0 0.1 0.0 0 1 0.0 0.0 0.2 1.0 0.1 0.0 -3 2 0.0 0.0 0.0 1.0 0.0 0.0 -6 6 0.0 0.0 0.0 0.0 0.0 0.0 -2 4 0.0 0.0 0.0 0.0 0.2 0.0 -9 9 0.0 0.0 0.2 0.0 0.1 0.0 -9 8 0.0 0.0 0.0 1.0 0.0 0.0 -6 6 0.0 0.0 0.0 0.0 0.0 0.0 0
0 1 0.0 0.0 0.2 1.0 0.1 0.0 -3 2 0.0 0.0 0.0 1.0 0.0 0.0 -6 6 0.0 0.0 0.0 0.0 0.0 0.0 -1 2 0.0 0.0 0.0 0.0 0.1 0.0 -10 11 0.0 0.0 0.2 0.0 0.2 0.0 -10 10 0.0 0.0 0.0 1.0 0.1 0.0 -7 8 0.0 0.0 0.0 0.0 0.1 0.0 -1 2 0.0 0.0 0.0 0.0 0.1 0.0 0
-3 2 0.0 0.0 0.0 1.0 0.0 0.0 -6 6 0.0 0.0 0.0 0.0 0.0 0.0 -1 2 0.0 0.0 0.0 0.0 0.1 0.0 4 6 0.0 0.0 0.1 0.0 0.0 0.0 -6 16 0.0 0.0 0.1 1.0 0.1 0.0 -3 14 0.0 0.0 0.1 0.0 0.1 0.0 3 8 0.0 0.0 0.1 0.0 0.1 0.0 4 6 0.0 0.0 0.1 0.0 0.0 0.0 0
-6 6 0.0 0.0 0.0 0.0 0.0 0.0 -1 2 0.0 0.0 0.0 0.0 0.1 0.0 4 6 0.0 0.0 0.1 0.0 0.0 0.0 1 10 0.0 0.0 0.0 0.0 0.1 0.0 -2 24 0.0 0.0 0.1 0.0 0.2 0.0 4 18 0.0 0.0 0.1 0.0 0.2 0.0 5 16 0.0 0.0 0.1 0.0 0.1 0.0 1 10 0.0 0.0 0.0 0.0 0.1 0.0 0
-1 2 0.0 0.0 0.0 0.0 0.1 0.0 4 6 0.0 0.0 0.1 0.0 0.0 0.0 1 10 0.0 0.0 0.0 0.0 0.1 0.0 1 3 0.0 0.0 0.0 0.0 0.0 0.0 5 21 0.0 0.0 0.1 0.0 0.2 0.0 6 19 0.0 0.0 0.1 0.0 0.1 0.0 2 13 0.0 0.0 0.0 0.0 0.1 0.0 1 3 0.0 0.0 0.0 0.0 0.0 0.0 0
2 0 0.0 0.0 0.0 0.0 0.1 0.0 -2 -9 0.1 0.0 0.0 0.0 0.0 0.0 6 7 0.0 0.0 0.0 0.0 0.0 0.0 13 -8 0.1 0.0 0.0 0.0 0.1 0.0 19 -10 0.2 0.0 0.0 0.0 0.2 0.0 17 -10 0.2 0.0 0.0 0.0 0.1 0.0 19 -1 0.1 0.0 0.0 0.0 0.1 0.0 13 -8 0.1 0.0 0.0 0.0 0.1 0.0 1
-2 -9 0.1 0.0 0.0 0.0 0.0 0.0 6 7 0.0 0.0 0.0 0.0 0.0 0.0 13 -8 0.1 0.0 0.0 0.0 0.1 0.0 5 2 0.0 1.0 0.1 0.0 0.1 0.0 22 -8 0.2 1.0 0.1 0.0 0.2 0.0 24 1 0.1 1.0 0.1 0.0 0.2 0.0 18 -6 0.1 1.0 0.1 0.0 0.2 0.0 5 2 0.0 1.0 0.1 0.0 0.1 0.0 1
6 7 0.0 0.0 0.0 0.0 0.0 0.0 13 -8 0.1 0.0 0.0 0.0 0.1 0.0 5 2 0.0 1.0 0.1 0.0 0.1 0.0 -9 -8 0.1 0.0 0.0 0.0 0.0 0.0 15 -7 0.2 1.0 0.1 0.0 0.2 0.0 9 -14 0.2 1.0 0.1 0.0 0.2 0.0 -4 -6 0.1 1.0 0.1 0.0 0.1 0.0 -9 -8 0.1 0.0 0.0 0.0 0.0 0.0 1
13 -8 0.1 0.0 0.0 0.0 0.1 0.0 5 2 0.0 1.0 0.1 0.0 0.1 0.0 -9 -8 0.1 0.0 0.0 0.0 0.0 0.0 -11 2 0.0 0.0 0.0 0.0 0.1 0.0 -2 -12 0.2 1.0 0.1 0.0 0.3 0.0 -15 -4 0.1 1.0 0.1 0.0 0.2 0.0 -20 -6 0.1 0.0 0.0 0.0 0.1 0.0 -11 2 0.0 0.0 0.0 0.0 0.1 0.0 1
5 2 0.0 1.0 0.1 0.0 0.1 0.0 -9 -8 0.1 0.0 0.0 0.0 0.0 0.0 -11 2 0.0 0.0 0.0 0.0 0.1 0.0 -8 -9 0.0 0.0 0.0 0.0 0.0 0.0 -23 -13 0.1 1.0 0.1 0.0 0.2 0.0 -28 -15 0.1 0.0 0.0 0.0 0.1 0.0 -19 -7 0.0 0.0 0.0 0.0 0.1 0.0 -8 -9 0.0 0.0 0.0 0.0 0.0 0.0 1
-9 -8 0.1 0.0 0.0 0.0 0.0 0.0 -11 2 0.0 0.0 0.0 0.0 0.1 0.0 -8 -9 0.0 0.0 0.0 0.0 0.0 0.0 -7 9 0.0 0.0 0.0 0.0 0.0 0.0 -35 -6 0.1 0.0 0.0 0.0 0.1 0.0 -26 2 0.0 0.0 0.0 0.0 0.1 0.0 -15 0 0.0 0.0 0.0 0.0 0.0 0.0 -7 9 0.0 0.0 0.0 0.0 0.0 0.0 1
-11 2 0.0 0.0 0.0 0.0 0.1 0.0 -8 -9 0.0 0.0 0.0 0.0 0.0 0.0 -7 9 0.0 0.0 0.0 0.0 0.0 0.0 -7 -1 0.1 0.0 0.1 0.0 0.1 0.0 -33 1 0.1 0.0 0.1 0.0 0.2 0.0 -22 -1 0.1 0.0 0.1 0.0 0.1 0.0 -14 8 0.1 0.0 0.1 0.0 0.1 0.0 -7 -1 0.1 0.0 0.1 0.0 0.1 0.0 1
-3 -12 0.0 0.0 0.1 0.0 0.1 0.0 -2 12 0.1 0.0 0.1 0.0 0.0 0.0 -4 0 0.0 0.0 0.0 0.0 0.0 0.0 -1 3 0.0 0.0 0.1 0.0 0.1 0.0 -10 3 0.1 0.0 0.1 0.0 0.2 0.0 -7 15 0.1 0.0 0.0 0.0 0.1 0.0 -5 3 0.0 0.0 0.1 0.0 0.1 0.0 -1 3 0.0 0.0 0.1 0.0 0.1 0.0 0
-2 12 0.1 0.0 0.1 0.0 0.0 0.0 -4 0 0.0 0.0 0.0 0.0 0.0 0.0 -1 3 0.0 0.0 0.1 0.0 0.1 0.0 5 1 0.0 0.0 0.1 0.0 0.1 0.0 -2 16 0.1 0.0 0.1 0.0 0.2 0.0 0 4 0.0 0.0 0.0 0.0 0.2 0.0 4 4 0.0 0.0 0.0 0.0 0.2 0.0 5 1 0.0 0.0 0.1 0.0 0.1 0.0 0
-4 0 0.0 0.0 0.0 0.0 0.0 0.0 -1 3 0.0 0.0 0.1 0.0 0.1 0.0 5 1 0.0 0.0 0.1 0.0 0.1 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 0 3 0.1 0.0 0.0 0.0 0.2 0.0 4 3 0.1 0.0 0.0 0.0 0.2 0.0 5 0 0.1 0.0 0.1 0.0 0.1 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 0
-1 3 0.0 0.0 0.1 0.0 0.1 0.0 5 1 0.0 0.0 0.1 0.0 0.1 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 -3 -5 0.0 0.0 0.0 0.0 0.0 0.0 1 -2 0.1 0.0 0.0 0.0 0.2 0.0 2 -5 0.1 0.0 0.1 0.0 0.1 0.0 -3 -6 0.1 0.0 0.0 0.0 0.0 0.0 -3 -5 0.0 0.0 0.0 0.0 0.0 0.0 0
5 1 0.0 0.0 0.1 0.0 0.1 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 -3 -5 0.0 0.0 0.0 0.0 0.0 0.0 3 -7 0.0 0.0 0.0 0.0 0.1 0.0 5 -12 0.1 0.0 0.1 0.0 0.2 0.0 0 -13 0.1 0.0 0.0 0.0 0.1 0.0 0 -12 0.0 0.0 0.0 0.0 0.1 0.0 3 -7 0.0 0.0 0.0 0.0 0.1 0.0 0
0 -1 0.1 0.0 0.0 0.0 0.0 0.0 -3 -5 0.0 0.0 0.0 0.0 0.0 0.0 3 -7 0.0 0.0 0.0 0.0 0.1 0.0 -2 -5 0.0 0.0 0.0 0.0 0.0 0.0 -2 -18 0.1 0.0 0.0 0.0 0.1 0.0 -2 -17 0.0 0.0 0.0 0.0 0.1 0.0 1 -12 0.0 0.0 0.0 0.0 0.1 0.0 -2 -5 0.0 0.0 0.0 0.0 0.0 0.0 0
-3 -5 0.0 0.0 0.0 0.0 0.0 0.0 3 -7 0.0 0.0 0.0 0.0 0.1 0.0 -2 -5 0.0 0.0 0.0 0.0 0.0 0.0 1 2 0.0 0.0 0.1 0.0 0.0 0.0 -1 -15 0.0 0.0 0.1 0.0 0.1 0.0 2 -10 0.0 0.0 0.1 0.0 0.1 0.0 -1 -3 0.0 0.0 0.1 0.0 0.0 0.0 1 2 0.0 0.0 0.1 0.0 0.0 0.0 0
3 -7 0.0 0.0 0.0 0.0 0.1 0.0 -2 -5 0.0 0.0 0.0 0.0 0.0 0.0 1 2 0.0 0.0 0.1 0.0 0.0 0.0 0 -3 0.1 0.0 0.1 0.0 0.0 0.0 2 -13 0.1 0.0 0.0 0.0 0.1 0.0 -1 -6 0.1 0.0 0.0 0.0 0.0 0.0 1 -1 0.1 0.0 0.0 0.0 0.0 0.0 0 -3 0.1 0.0 0.1 0.0 0.0 0.0 0
3 3 0.1 0.0 0.0 0.0 0.0 0.0 2 1 0.1 0.0 0.0 0.0 0.0 0.0 10 -1 0.0 0.0 0.0 0.0 0.1 0.0 10 -13 0.0 0.0 0.0 0.0 0.0 0.0 25 -10 0.2 0.0 0.0 0.0 0.1 0.0 22 -13 0.1 0.0 0.0 0.0 0.1 0.0 20 -14 0.0 0.0 0.0 0.0 0.1 0.0 10 -13 0.0 0.0 0.0 0.0 0.0 0.0 1
2 1 0.1 0.0 0.0 0.0 0.0 0.0 10 -1 0.0 0.0 0.0 0.0 0.1 0.0 10 -13 0.0 0.0 0.0 0.0 0.0 0.0 3 -10 0.0 0.0 0.0 0.0 0.0 0.0 25 -23 0.1 0.0 0.0 0.0 0.1 0.0 23 -24 0.0 0.0 0.0 0.0 0.1 0.0 13 -23 0.0 0.0 0.0 0.0 0.0 0.0 3 -10 0.0 0.0 0.0 0.0 0.0 0.0 1
10 -1 0.0 0.0 0.0 0.0 0.1 0.0 10 -13 0.0 0.0 0.0 0.0 0.0 0.0 3 -10 0.0 0.0 0.0 0.0 0.0 0.0 -5 -1 0.1 0.0 0.0 0.0 0.1 0.0 18 -25 0.1 0.0 0.0 0.0 0.2 0.0 8 -24 0.1 0.0 0.0 0.0 0.1 0.0 -2 -11 0.1 0.0 0.0 0.0 0.1 0.0 -5 -1 0.1 0.0 0.0 0.0 0.1 0.0 1
10 -13 0.0 0.0 0.0 0.0 0.0 0.0 3 -10 0.0 0.0 0.0 0.0 0.0 0.0 -5 -1 0.1 0.0 0.0 0.0 0.1 0.0 -9 -8 0.0 0.0 0.0 0.0 0.1 0.0 -1 -32 0.1 0.0 0.0 0.0 0.2 0.0 -11 -19 0.1 0.0 0.0 0.0 0.2 0.0 -14 -9 0.1 0.0 0.0 0.0 0.2 0.0 -9 -8 0.0 0.0 0.0 0.0 0.1 0.0 1
3 -10 0.0 0.0 0.0 0.0 0.0 0.0 -5 -1 0.1 0.0 0.0 0.0 0.1 0.0 -9 -8 0.0 0.0 0.0 0.0 0.1 0.0 -4 4 0.1 0.0 0.1 0.0 0.1 0.0 -15 -15 0.2 0.0 0.1 0.0 0.3 0.0 -18 -5 0.2 0.0 0.1 0.0 0.3 0.0 -13 -4 0.1 0.0 0.1 0.0 0.2 0.0 -4 4 0.1 0.0 0.1 0.0 0.1 0.0 1
-5 -1 0.1 0.0 0.0 0.0 0.1 0.0 -9 -8 0.0 0.0 0.0 0.0 0.1 0.0 -4 4 0.1 0.0 0.1 0.0 0.1 0.0 -7 1 0.0 0.0 0.2 0.0 0.1 0.0 -25 -4 0.2 0.0 0.1 0.0 0.4 0.0 -20 -3 0.1 0.0 0.1 0.0 0.3 0.0 -11 5 0.1 0.0 0.1 0.0 0.2 0.0 -7 1 0.0 0.0 0.2 0.0 0.1 0.0 1
-9 -8 0.0 0.0 0.0 0.0 0.1 0.0 -4 4 0.1 0.0 0.1 0.0 0.1 0.0 -7 1 0.0 0.0 0.2 0.0 0.1 0.0 -1 -3 0.0 0.0 0.0 0.0 0.1 0.0 -21 -6 0.1 0.0 0.1 0.0 0.4 0.0 -12 2 0.1 0.0 0.1 0.0 0.3 0.0 -8 -2 0.0 0.0 0.2 0.0 0.2 0.0 -1 -3 0.0 0.0 0.0 0.0 0.1 0.0 1
-9 0 0.0 0.0 0.0 0.0 0.0 0.0 -13 -4 0.0 0.0 0.0 0.0 0.0 1.0 -7 -11 0.0 0.0 0.0 0.0 0.0 0.0 0 2 0.0 0.0 0.0 0.0 0.0 1.0 -29 -13 0.0 0.0 0.0 0.0 0.0 0.0 -20 -13 0.0 0.0 0.0 0.0 0.0 0.0 -7 -9 0.0 0.0 0.0 0.0 0.0 1.0 0 2 0.0 0.0 0.0 0.0 0.0 1.0 1
-13 -4 0.0 0.0 0.0 0.0 0.0 1.0 -7 -11 0.0 0.0 0.0 0.0 0.0 0.0 0 2 0.0 0.0 0.0 0.0 0.0 1.0 3 3 0.0 0.0 0.0 0.0 0.0 0.0 -17 -10 0.0 0.0 0.0 0.0 0.0 0.0 -4 -6 0.0 0.0 0.0 0.0 0.0 1.0 3 5 0.0 0.0 0.0 0.0 0.0 1.0 3 3 0.0 0.0 0.0 0.0 0.0 0.0 1
-7 -11 0.0 0.0 0.0 0.0 0.0 0.0 0 2 0.0 0.0 0.0 0.0 0.0 1.0 3 3 0.0 0.0 0.0 0.0 0.0 0.0 1 2 0.0 0.0 0.0 0.0 0.0 0.0 -3 -4 0.0 0.0 0.0 0.0 0.0 1.0 4 7 0.0 0.0 0.0 0.0 0.0 1.0 4 5 0.0 0.0 0.0 0.0 0.0 0.0 1 2 0.0 0.0 0.0 0.0 0.0 0.0 1
0 2 0.0 0.0 0.0 0.0 0.0 1.0 3 3 0.0 0.0 0.0 0.0 0.0 0.0 1 2 0.0 0.0 0.0 0.0 0.0 0.0 -2 -9 0.0 0.0 0.0 0.0 0.0 1.0 2 -2 0.0 0.0 0.0 0.0 0.0 0.0 2 -4 0.0 0.0 0.0 0.0 0.0 1.0 -1 -7 0.0 0.0 0.0 0.0 0.0 1.0 -2 -9 0.0 0.0 0.0 0.0 0.0 1.0 1
3 3 0.0 0.0 0.0 0.0 0.0 0.0 1 2 0.0 0.0 0.0 0.0 0.0 0.0 -2 -9 0.0 0.0 0.0 0.0 0.0 1.0 -3 7 0.0 0.0 0.0 0.0 0.0 0.0 -1 3 0.0 0.0 0.0 0.0 0.0 1.0 -4 0 0.0 0.0 0.0 0.0 0.0 1.0 -5 -2 0.0 0.0 0.0 0.0 0.0 1.0 -3 7 0.0 0.0 0.0 0.0 0.0 0.0 1
1 2 0.0 0.0 0.0 0.0 0.0 0.0 -2 -9 0.0 0.0 0.0 0.0 0.0 1.0 -3 7 0.0 0.0 0.0 0.0 0.0 0.0 -4 -8 0.0 0.0 0.0 0.0 0.0 1.0 -8 -8 0.0 0.0 0.0 0.0 0.0 2.0 -9 -10 0.0 0.0 0.0 0.0 0.0 2.0 -7 -1 0.0 0.0 0.0 0.0 0.0 1.0 -4 -8 0.0 0.0 0.0 0.0 0.0 1.0 1
-2 -9 0.0 0.0 0.0 0.0 0.0 1.0 -3 7 0.0 0.0 0.0 0.0 0.0 0.0 -4 -8 0.0 0.0 0.0 0.0 0.0 1.0 -3 8 0.0 0.0 0.0 0.0 0.0 0.0 -12 -2 0.0 0.0 0.0 0.0 0.0 2.0 -10 7 0.0 0.0 0.0 0.0 0.0 1.0 -7 0 0.0 0.0 0.0 0.0 0.0 1.0 -3 8 0.0 0.0 0.0 0.0 0.0 0.0 1
2 11 0.0 0.0 0.1 0.0 0.0 1.0 -4 6 0.0 0.0 0.1 0.0 0.0 2.0 -2 1 0.0 0.0 0.0 0.0 0.0 0.0 6 2 0.0 0.0 0.1 1.0 0.0 0.0 2 20 0.0 0.0 0.1 1.0 0.0 1.0 0 9 0.0 0.0 0.2 1.0 0.0 2.0 4 3 0.0 0.0 0.1 1.0 0.0 0.0 6 2 0.0 0.0 0.1 1.0 0.0 0.0 0
-4 6 0.0 0.0 0.1 0.0 0.0 2.0 -2 1 0.0 0.0 0.0 0.0 0.0 0.0 6 2 0.0 0.0 0.1 1.0 0.0 0.0 13 -5 0.0 0.0 0.0 0.0 0.0 0.0 13 4 0.0 0.0 0.2 1.0 0.0 2.0 17 -2 0.0 0.0 0.1 1.0 0.0 0.0 19 -3 0.0 0.0 0.1 1.0 0.0 0.0 13 -5 0.0 0.0 0.0 0.0 0.0 0.0 0
-2 1 0.0 0.0 0.0 0.0 0.0 0.0 6 2 0.0 0.0 0.1 1.0 0.0 0.0 13 -5 0.0 0.0 0.0 0.0 0.0 0.0 13 2 0.0 0.0 0.0 0.0 0.0 0.0 30 0 0.0 0.0 0.1 1.0 0.0 0.0 32 -1 0.0 0.0 0.1 1.0 0.0 0.0 26 -3 0.0 0.0 0.0 0.0 0.0 0.0 13 2 0.0 0.0 0.0 0.0 0.0 0.0 0
6 2 0.0 0.0 0.1 1.0 0.0 0.0 13 -5 0.0 0.0 0.0 0.0 0.0 0.0 13 2 0.0 0.0 0.0 0.0 0.0 0.0 1 0 0.0 0.0 0.1 0.0 0.0 0.0 33 -1 0.0 0.0 0.2 1.0 0.0 0.0 27 -3 0.0 0.0 0.1 0.0 0.0 0.0 14 2 0.0 0.0 0.1 0.0 0.0 0.0 1 0 0.0 0.0 0.1 0.0 0.0 0.0 0
