co2_1(45-60) co2_2(45-60) t1(45-60) h1(45-60) t2(45-60) h2(45-60) t3(45-60) h3(45-60) co2_1(30-45) co2_2(30-45) t1(30-45) h1(30-45) t2(30-45) h2(30-45) t3(30-45) h3(30-45) co2_1(15-30) co2_2(15-30) t1(15-30) h1(15-30) t2(15-30) h2(15-30) t3(15-30) h3(15-30) co2_1(0-15) co2_2(0-15) t1(0-15) h1(0-15) t2(0-15) h2(0-15) t3(0-15) h3(0-15) sco2_1(0-60) sco2_2(0-60) st1(0-60) sh1(0-60) st2(0-60) sh2(0-60) st3(0-60) sh3(0-60) sco2_1(0-45) sco2_2(0-45) st1(0-45) sh1(0-45) st2(0-45) sh2(0-45) st3(0-45) sh3(0-45) sco2_1(0-30) sco2_2(0-30) st1(0-30) sh1(0-30) st2(0-30) sh2(0-30) st3(0-30) sh3(0-30) sco2_1(0-15) sco2_2(0-15) st1(0-15) sh1(0-15) st2(0-15) sh2(0-15) st3(0-15) sh3(0-15) label
27 7 0.1 0.0 0.0 0.0 0.1 0.0 3 15 0.0 0.0 0.0 0.0 0.1 0.0 -6 7 0.1 0.0 0.0 0.0 0.0 1.0 0 -6 0.1 0.0 0.1 0.0 0.0 1.0 24 23 0.1 0.0 0.1 0.0 0.2 0.0 -3 16 0.0 0.0 0.1 0.0 0.1 0.0 -6 1 0.0 0.0 0.1 0.0 0.0 0.0 0 -6 0.1 0.0 0.1 0.0 0.0 1.0 0
3 15 0.0 0.0 0.0 0.0 0.1 0.0 -6 7 0.1 0.0 0.0 0.0 0.0 1.0 0 -6 0.1 0.0 0.1 0.0 0.0 1.0 -6 -4 0.1 1.0 0.0 0.0 0.1 0.0 -9 12 0.1 1.0 0.1 0.0 0.2 0.0 -12 -3 0.1 1.0 0.1 0.0 0.1 0.0 -6 -10 0.0 1.0 0.1 0.0 0.1 1.0 -6 -4 0.1 1.0 0.0 0.0 0.1 0.0 0
-6 7 0.1 0.0 0.0 0.0 0.0 1.0 0 -6 0.1 0.0 0.1 0.0 0.0 1.0 -6 -4 0.1 1.0 0.0 0.0 0.1 0.0 -4 0 0.1 0.0 0.0 0.0 0.0 1.0 -16 -3 0.2 1.0 0.1 0.0 0.1 1.0 -10 -10 0.1 1.0 0.1 0.0 0.1 0.0 -10 -4 0.2 1.0 0.0 0.0 0.1 1.0 -4 0 0.1 0.0 0.0 0.0 0.0 1.0 0
0 -6 0.1 0.0 0.1 0.0 0.0 1.0 -6 -4 0.1 1.0 0.0 0.0 0.1 0.0 -4 0 0.1 0.0 0.0 0.0 0.0 1.0 2 -4 0.0 0.0 0.1 1.0 0.0 0.0 -8 -14 0.1 1.0 0.2 1.0 0.1 0.0 -8 -8 0.2 1.0 0.1 1.0 0.1 1.0 -2 -4 0.1 0.0 0.1 1.0 0.0 1.0 2 -4 0.0 0.0 0.1 1.0 0.0 0.0 0
-6 -4 0.1 1.0 0.0 0.0 0.1 0.0 -4 0 0.1 0.0 0.0 0.0 0.0 1.0 2 -4 0.0 0.0 0.1 1.0 0.0 0.0 0 15 0.0 0.0 0.0 0.0 0.1 0.0 -8 7 0.2 1.0 0.1 1.0 0.2 1.0 -2 11 0.1 0.0 0.1 1.0 0.1 1.0 2 11 0.0 0.0 0.1 1.0 0.1 0.0 0 15 0.0 0.0 0.0 0.0 0.1 0.0 0
-2 -10 0.0 0.0 0.0 0.0 0.2 0.0 0 -5 0.0 0.0 0.0 0.0 0.1 0.0 3 -8 0.0 0.0 0.0 0.0 0.1 0.0 5 -5 0.1 0.0 0.0 0.0 0.0 0.0 6 -28 0.1 0.0 0.0 0.0 0.2 0.0 8 -18 0.1 0.0 0.0 0.0 0.0 0.0 8 -13 0.1 0.0 0.0 0.0 0.1 0.0 5 -5 0.1 0.0 0.0 0.0 0.0 0.0 1
0 -5 0.0 0.0 0.0 0.0 0.1 0.0 3 -8 0.0 0.0 0.0 0.0 0.1 0.0 5 -5 0.1 0.0 0.0 0.0 0.0 0.0 6 -1 0.0 0.0 0.0 0.0 0.1 0.0 14 -19 0.1 0.0 0.0 0.0 0.1 0.0 14 -14 0.1 0.0 0.0 0.0 0.2 0.0 11 -6 0.1 0.0 0.0 0.0 0.1 0.0 6 -1 0.0 0.0 0.0 0.0 0.1 0.0 1
3 -8 0.0 0.0 0.0 0.0 0.1 0.0 5 -5 0.1 0.0 0.0 0.0 0.0 0.0 6 -1 0.0 0.0 0.0 0.0 0.1 0.0 1 -4 0.0 0.0 0.1 0.0 0.0 0.0 15 -18 0.1 0.0 0.1 0.0 0.2 0.0 12 -10 0.1 0.0 0.1 0.0 0.1 0.0 7 -5 0.0 0.0 0.1 0.0 0.1 0.0 1 -4 0.0 0.0 0.1 0.0 0.0 0.0 1
5 -5 0.1 0.0 0.0 0.0 0.0 0.0 6 -1 0.0 0.0 0.0 0.0 0.1 0.0 1 -4 0.0 0.0 0.1 0.0 0.0 0.0 0 -1 0.0 1.0 0.0 0.0 0.0 0.0 12 -11 0.1 1.0 0.1 0.0 0.1 0.0 7 -6 0.0 1.0 0.1 0.0 0.1 0.0 1 -5 0.0 1.0 0.1 0.0 0.0 0.0 0 -1 0.0 1.0 0.0 0.0 0.0 0.0 1
6 -1 0.0 0.0 0.0 0.0 0.1 0.0 1 -4 0.0 0.0 0.1 0.0 0.0 0.0 0 -1 0.0 1.0 0.0 0.0 0.0 0.0 0 -4 0.1 1.0 0.0 0.0 0.0 0.0 7 -10 0.1 2.0 0.1 0.0 0.1 0.0 1 -9 0.1 2.0 0.1 0.0 0.0 0.0 0 -5 0.1 2.0 0.0 0.0 0.0 0.0 0 -4 0.1 1.0 0.0 0.0 0.0 0.0 1
1 -4 0.0 0.0 0.1 0.0 0.0 0.0 0 -1 0.0 1.0 0.0 0.0 0.0 0.0 0 -4 0.1 1.0 0.0 0.0 0.0 0.0 -5 3 0.0 0.0 0.2 0.0 0.0 1.0 -4 -6 0.1 2.0 0.3 0.0 0.0 1.0 -5 -2 0.1 2.0 0.2 0.0 0.0 1.0 -5 -1 0.1 1.0 0.2 0.0 0.0 1.0 -5 3 0.0 0.0 0.2 0.0 0.0 1.0 1
0 -1 0.0 1.0 0.0 0.0 0.0 0.0 0 -4 0.1 1.0 0.0 0.0 0.0 0.0 -5 3 0.0 0.0 0.2 0.0 0.0 1.0 -11 -3 0.0 1.0 0.2 1.0 0.0 1.0 -16 -5 0.1 3.0 0.0 1.0 0.0 0.0 -16 -4 0.1 2.0 0.0 1.0 0.0 0.0 -16 0 0.0 1.0 0.0 1.0 0.0 0.0 -11 -3 0.0 1.0 0.2 1.0 0.0 1.0 1
0 -4 0.1 1.0 0.0 0.0 0.0 0.0 -5 3 0.0 0.0 0.2 0.0 0.0 1.0 -11 -3 0.0 1.0 0.2 1.0 0.0 1.0 -4 -10 0.0 0.0 0.0 0.0 0.1 1.0 -20 -14 0.1 2.0 0.0 1.0 0.1 1.0 -20 -10 0.0 1.0 0.0 1.0 0.1 1.0 -15 -13 0.0 1.0 0.2 1.0 0.1 0.0 -4 -10 0.0 0.0 0.0 0.0 0.1 1.0 1
-5 10 0.0 1.0 0.0 0.0 0.0 0.0 -9 7 0.0 1.0 0.0 0.0 0.0 0.0 -4 4 0.0 0.0 0.0 0.0 0.0 1.0 0 0 0.0 0.0 0.1 0.0 0.0 1.0 -18 21 0.0 0.0 0.1 0.0 0.0 0.0 -13 11 0.0 1.0 0.1 0.0 0.0 0.0 -4 4 0.0 0.0 0.1 0.0 0.0 0.0 0 0 0.0 0.0 0.1 0.0 0.0 1.0 0
-9 7 0.0 1.0 0.0 0.0 0.0 0.0 -4 4 0.0 0.0 0.0 0.0 0.0 1.0 0 0 0.0 0.0 0.1 0.0 0.0 1.0 -4 6 0.1 2.0 0.0 0.0 0.0 1.0 -17 17 0.1 3.0 0.1 0.0 0.0 1.0 -8 10 0.1 2.0 0.1 0.0 0.0 1.0 -4 6 0.1 2.0 0.1 0.0 0.0 0.0 -4 6 0.1 2.0 0.0 0.0 0.0 1.0 0
-4 4 0.0 0.0 0.0 0.0 0.0 1.0 0 0 0.0 0.0 0.1 0.0 0.0 1.0 -4 6 0.1 2.0 0.0 0.0 0.0 1.0 -7 4 0.1 1.0 0.0 0.0 0.0 0.0 -15 14 0.0 1.0 0.1 0.0 0.0 1.0 -11 10 0.0 1.0 0.1 0.0 0.0 0.0 -11 10 0.0 1.0 0.0 0.0 0.0 1.0 -7 4 0.1 1.0 0.0 0.0 0.0 0.0 0
0 0 0.0 0.0 0.1 0.0 0.0 1.0 -4 6 0.1 2.0 0.0 0.0 0.0 1.0 -7 4 0.1 1.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 -11 10 0.0 1.0 0.1 0.0 0.0 0.0 -11 10 0.0 1.0 0.0 0.0 0.0 1.0 -7 4 0.1 1.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0
-4 6 0.1 2.0 0.0 0.0 0.0 1.0 -7 4 0.1 1.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 4 5 0.0 1.0 0.0 0.0 0.0 1.0 -7 15 0.0 2.0 0.0 0.0 0.0 0.0 -3 9 0.1 0.0 0.0 0.0 0.0 1.0 4 5 0.0 1.0 0.0 0.0 0.0 1.0 4 5 0.0 1.0 0.0 0.0 0.0 1.0 0
-7 4 0.1 1.0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 4 5 0.0 1.0 0.0 0.0 0.0 1.0 3 2 0.1 2.0 0.1 0.0 0.1 1.0 0 11 0.0 2.0 0.1 0.0 0.1 0.0 7 7 0.1 3.0 0.1 0.0 0.1 0.0 7 7 0.1 3.0 0.1 0.0 0.1 0.0 3 2 0.1 2.0 0.1 0.0 0.1 1.0 0
0 0 0.0 0.0 0.0 0.0 0.0 0.0 4 5 0.0 1.0 0.0 0.0 0.0 1.0 3 2 0.1 2.0 0.1 0.0 0.1 1.0 8 4 0.1 1.0 0.0 0.0 0.0 0.0 15 11 0.0 2.0 0.1 0.0 0.1 0.0 15 11 0.0 2.0 0.1 0.0 0.1 0.0 11 6 0.0 1.0 0.1 0.0 0.1 1.0 8 4 0.1 1.0 0.0 0.0 0.0 0.0 0
4 5 0.0 1.0 0.0 0.0 0.0 1.0 3 2 0.1 2.0 0.1 0.0 0.1 1.0 8 4 0.1 1.0 0.0 0.0 0.0 0.0 5 6 0.0 0.0 0.0 0.0 0.0 0.0 20 17 0.0 2.0 0.1 0.0 0.1 0.0 16 12 0.0 1.0 0.1 0.0 0.1 1.0 13 10 0.1 1.0 0.0 0.0 0.0 0.0 5 6 0.0 0.0 0.0 0.0 0.0 0.0 0
-3 12 0.2 1.0 0.1 0.0 0.1 1.0 -2 7 0.2 0.0 0.1 0.0 0.1 1.0 -3 12 0.1 0.0 0.1 0.0 0.1 1.0 -9 -20 0.2 0.0 0.0 1.0 0.1 0.0 -17 11 0.7 1.0 0.1 1.0 0.2 1.0 -14 -1 0.5 0.0 0.0 1.0 0.1 0.0 -12 -8 0.3 0.0 0.1 1.0 0.2 1.0 -9 -20 0.2 0.0 0.0 1.0 0.1 0.0 1
-2 7 0.2 0.0 0.1 0.0 0.1 1.0 -3 12 0.1 0.0 0.1 0.0 0.1 1.0 -9 -20 0.2 0.0 0.0 1.0 0.1 0.0 -26 -16 0.1 0.0 0.0 0.0 0.1 0.0 -40 -17 0.6 0.0 0.0 1.0 0.0 0.0 -38 -24 0.4 0.0 0.1 1.0 0.1 1.0 -35 -36 0.3 0.0 0.0 1.0 0.0 0.0 -26 -16 0.1 0.0 0.0 0.0 0.1 0.0 1
-3 12 0.1 0.0 0.1 0.0 0.1 1.0 -9 -20 0.2 0.0 0.0 1.0 0.1 0.0 -26 -16 0.1 0.0 0.0 0.0 0.1 0.0 -27 1 0.1 0.0 0.1 0.0 0.1 0.0 -65 -23 0.5 0.0 0.0 1.0 0.2 1.0 -62 -35 0.4 0.0 0.1 1.0 0.1 0.0 -53 -15 0.2 0.0 0.1 0.0 0.0 0.0 -27 1 0.1 0.0 0.1 0.0 0.1 0.0 1
-9 -20 0.2 0.0 0.0 1.0 0.1 0.0 -26 -16 0.1 0.0 0.0 0.0 0.1 0.0 -27 1 0.1 0.0 0.1 0.0 0.1 0.0 -19 -12 0.1 0.0 0.1 0.0 0.1 0.0 -81 -47 0.5 0.0 0.0 1.0 0.0 0.0 -72 -27 0.3 0.0 0.0 0.0 0.1 0.0 -46 -11 0.2 0.0 0.0 0.0 0.0 0.0 -19 -12 0.1 0.0 0.1 0.0 0.1 0.0 1
-26 -16 0.1 0.0 0.0 0.0 0.1 0.0 -27 1 0.1 0.0 0.1 0.0 0.1 0.0 -19 -12 0.1 0.0 0.1 0.0 0.1 0.0 -19 8 0.0 0.0 0.1 0.0 0.1 1.0 -91 -19 0.3 0.0 0.1 0.0 0.0 1.0 -65 -3 0.2 0.0 0.1 0.0 0.1 1.0 -38 -4 0.1 0.0 0.0 0.0 0.0 1.0 -19 8 0.0 0.0 0.1 0.0 0.1 1.0 1
-27 1 0.1 0.0 0.1 0.0 0.1 0.0 -19 -12 0.1 0.0 0.1 0.0 0.1 0.0 -19 8 0.0 0.0 0.1 0.0 0.1 1.0 -13 -8 0.1 0.0 0.1 0.0 0.1 0.0 -78 -11 0.3 0.0 0.0 0.0 0.0 1.0 -51 -12 0.2 0.0 0.1 0.0 0.1 1.0 -32 0 0.1 0.0 0.0 0.0 0.0 1.0 -13 -8 0.1 0.0 0.1 0.0 0.1 0.0 1
-19 -12 0.1 0.0 0.1 0.0 0.1 0.0 -19 8 0.0 0.0 0.1 0.0 0.1 1.0 -13 -8 0.1 0.0 0.1 0.0 0.1 0.0 -9 12 0.1 0.0 0.0 0.0 0.1 0.0 -60 0 0.3 0.0 0.1 0.0 0.0 1.0 -41 12 0.2 0.0 0.0 0.0 0.1 1.0 -22 4 0.2 0.0 0.1 0.0 0.0 0.0 -9 12 0.1 0.0 0.0 0.0 0.1 0.0 1
-3 -4 0.0 1.0 0.0 1.0 0.0 1.0 4 -12 0.1 0.0 0.0 0.0 0.1 1.0 -1 -9 0.1 0.0 0.0 0.0 0.0 1.0 -6 0 0.1 0.0 0.0 0.0 0.1 0.0 -6 -25 0.3 1.0 0.0 1.0 0.0 1.0 -3 -21 0.3 0.0 0.0 0.0 0.0 0.0 -7 -9 0.2 0.0 0.0 0.0 0.1 1.0 -6 0 0.1 0.0 0.0 0.0 0.1 0.0 0
4 -12 0.1 0.0 0.0 0.0 0.1 1.0 -1 -9 0.1 0.0 0.0 0.0 0.0 1.0 -6 0 0.1 0.0 0.0 0.0 0.1 0.0 -2 -12 0.1 0.0 0.0 0.0 0.0 0.0 -5 -33 0.4 0.0 0.0 0.0 0.0 0.0 -9 -21 0.3 0.0 0.0 0.0 0.1 1.0 -8 -12 0.2 0.0 0.0 0.0 0.1 0.0 -2 -12 0.1 0.0 0.0 0.0 0.0 0.0 0
-1 -9 0.1 0.0 0.0 0.0 0.0 1.0 -6 0 0.1 0.0 0.0 0.0 0.1 0.0 -2 -12 0.1 0.0 0.0 0.0 0.0 0.0 3 2 0.1 0.0 0.0 0.0 0.0 0.0 -6 -19 0.4 0.0 0.0 0.0 0.1 1.0 -5 -10 0.3 0.0 0.0 0.0 0.1 0.0 1 -10 0.2 0.0 0.0 0.0 0.0 0.0 3 2 0.1 0.0 0.0 0.0 0.0 0.0 0
-6 0 0.1 0.0 0.0 0.0 0.1 0.0 -2 -12 0.1 0.0 0.0 0.0 0.0 0.0 3 2 0.1 0.0 0.0 0.0 0.0 0.0 5 13 0.0 0.0 0.1 0.0 0.0 0.0 0 3 0.3 0.0 0.1 0.0 0.1 0.0 6 3 0.2 0.0 0.1 0.0 0.0 0.0 8 15 0.1 0.0 0.1 0.0 0.0 0.0 5 13 0.0 0.0 0.1 0.0 0.0 0.0 0
-2 -12 0.1 0.0 0.0 0.0 0.0 0.0 3 2 0.1 0.0 0.0 0.0 0.0 0.0 5 13 0.0 0.0 0.1 0.0 0.0 0.0 -3 -16 0.1 0.0 0.0 0.0 0.0 0.0 3 -13 0.3 0.0 0.1 0.0 0.0 0.0 5 -1 0.2 0.0 0.1 0.0 0.0 0.0 2 -3 0.1 0.0 0.1 0.0 0.0 0.0 -3 -16 0.1 0.0 0.0 0.0 0.0 0.0 0
3 2 0.1 0.0 0.0 0.0 0.0 0.0 5 13 0.0 0.0 0.1 0.0 0.0 0.0 -3 -16 0.1 0.0 0.0 0.0 0.0 0.0 -2 5 0.0 0.0 0.0 0.0 0.0 0.0 3 4 0.2 0.0 0.1 0.0 0.0 0.0 0 2 0.1 0.0 0.1 0.0 0.0 0.0 -5 -11 0.1 0.0 0.0 0.0 0.0 0.0 -2 5 0.0 0.0 0.0 0.0 0.0 0.0 0
5 13 0.0 0.0 0.1 0.0 0.0 0.0 -3 -16 0.1 0.0 0.0 0.0 0.0 0.0 -2 5 0.0 0.0 0.0 0.0 0.0 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 0 1 0.2 0.0 0.1 0.0 0.0 0.0 -5 -12 0.2 0.0 0.0 0.0 0.0 0.0 -2 4 0.1 0.0 0.0 0.0 0.0 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 0
-3 -16 0.1 0.0 0.0 0.0 0.0 0.0 -2 5 0.0 0.0 0.0 0.0 0.0 0.0 0 -1 0.1 0.0 0.0 0.0 0.0 0.0 1 -9 0.1 1.0 0.0 0.0 0.1 0.0 -4 -21 0.3 1.0 0.0 0.0 0.1 0.0 -1 -5 0.2 1.0 0.0 0.0 0.1 0.0 1 -10 0.2 1.0 0.0 0.0 0.1 0.0 1 -9 0.1 1.0 0.0 0.0 0.1 0.0 0
6 9 0.0 0.0 0.0 0.0 0.2 1.0 3 -1 0.2 0.0 0.0 1.0 0.3 0.0 -3 5 0.0 0.0 0.0 0.0 0.2 0.0 -19 16 0.1 0.0 0.0 0.0 0.3 0.0 -13 29 0.3 0.0 0.0 1.0 1.0 1.0 -19 20 0.3 0.0 0.0 1.0 0.8 0.0 -22 21 0.1 0.0 0.0 0.0 0.5 0.0 -19 16 0.1 0.0 0.0 0.0 0.3 0.0 1
3 -1 0.2 0.0 0.0 1.0 0.3 0.0 -3 5 0.0 0.0 0.0 0.0 0.2 0.0 -19 16 0.1 0.0 0.0 0.0 0.3 0.0 -6 9 0.1 2.0 0.0 0.0 0.2 1.0 -25 29 0.2 2.0 0.0 1.0 1.0 1.0 -28 30 0.0 2.0 0.0 0.0 0.7 1.0 -25 25 0.0 2.0 0.0 0.0 0.5 1.0 -6 9 0.1 2.0 0.0 0.0 0.2 1.0 1
-3 5 0.0 0.0 0.0 0.0 0.2 0.0 -19 16 0.1 0.0 0.0 0.0 0.3 0.0 -6 9 0.1 2.0 0.0 0.0 0.2 1.0 -7 -3 0.1 2.0 0.0 0.0 0.2 0.0 -35 27 0.1 4.0 0.0 0.0 0.9 1.0 -32 22 0.1 4.0 0.0 0.0 0.7 1.0 -13 6 0.0 4.0 0.0 0.0 0.4 1.0 -7 -3 0.1 2.0 0.0 0.0 0.2 0.0 1
-19 16 0.1 0.0 0.0 0.0 0.3 0.0 -6 9 0.1 2.0 0.0 0.0 0.2 1.0 -7 -3 0.1 2.0 0.0 0.0 0.2 0.0 -7 -12 0.0 1.0 0.0 0.0 0.0 0.0 -39 10 0.1 5.0 0.0 0.0 0.7 1.0 -20 -6 0.0 5.0 0.0 0.0 0.4 1.0 -14 -15 0.1 3.0 0.0 0.0 0.2 0.0 -7 -12 0.0 1.0 0.0 0.0 0.0 0.0 1
-6 9 0.1 2.0 0.0 0.0 0.2 1.0 -7 -3 0.1 2.0 0.0 0.0 0.2 0.0 -7 -12 0.0 1.0 0.0 0.0 0.0 0.0 -8 -11 0.0 1.0 0.0 0.0 0.3 0.0 -28 -17 0.0 4.0 0.0 0.0 0.7 1.0 -22 -26 0.1 2.0 0.0 0.0 0.5 0.0 -15 -23 0.0 0.0 0.0 0.0 0.3 0.0 -8 -11 0.0 1.0 0.0 0.0 0.3 0.0 1
-7 -3 0.1 2.0 0.0 0.0 0.2 0.0 -7 -12 0.0 1.0 0.0 0.0 0.0 0.0 -8 -11 0.0 1.0 0.0 0.0 0.3 0.0 -6 -11 0.0 0.0 0.0 0.0 0.1 0.0 -28 -37 0.1 2.0 0.0 0.0 0.6 0.0 -21 -34 0.0 0.0 0.0 0.0 0.4 0.0 -14 -22 0.0 1.0 0.0 0.0 0.4 0.0 -6 -11 0.0 0.0 0.0 0.0 0.1 0.0 1
-7 -12 0.0 1.0 0.0 0.0 0.0 0.0 -8 -11 0.0 1.0 0.0 0.0 0.3 0.0 -6 -11 0.0 0.0 0.0 0.0 0.1 0.0 -2 -16 0.0 0.0 0.0 0.0 0.0 0.0 -23 -50 0.0 0.0 0.0 0.0 0.4 0.0 -16 -38 0.0 1.0 0.0 0.0 0.4 0.0 -8 -27 0.0 0.0 0.0 0.0 0.1 0.0 -2 -16 0.0 0.0 0.0 0.0 0.0 0.0 1
-3 20 0.0 0.0 0.0 1.0 0.1 1.0 -4 21 0.1 0.0 0.1 0.0 0.2 0.0 -6 0 0.0 0.0 0.1 0.0 0.1 0.0 1 -4 0.0 1.0 0.0 0.0 0.1 0.0 -12 37 0.1 1.0 0.0 1.0 0.5 1.0 -9 17 0.1 1.0 0.0 0.0 0.4 0.0 -5 -4 0.0 1.0 0.1 0.0 0.2 0.0 1 -4 0.0 1.0 0.0 0.0 0.1 0.0 0
-4 21 0.1 0.0 0.1 0.0 0.2 0.0 -6 0 0.0 0.0 0.1 0.0 0.1 0.0 1 -4 0.0 1.0 0.0 0.0 0.1 0.0 8 -1 0.0 0.0 0.0 0.0 0.1 1.0 -1 16 0.1 1.0 0.0 0.0 0.5 1.0 3 -5 0.0 1.0 0.1 0.0 0.3 1.0 9 -5 0.0 1.0 0.0 0.0 0.2 1.0 8 -1 0.0 0.0 0.0 0.0 0.1 1.0 0
-6 0 0.0 0.0 0.1 0.0 0.1 0.0 1 -4 0.0 1.0 0.0 0.0 0.1 0.0 8 -1 0.0 0.0 0.0 0.0 0.1 1.0 9 -10 0.0 0.0 0.1 1.0 0.1 0.0 12 -15 0.0 1.0 0.0 1.0 0.4 1.0 18 -15 0.0 1.0 0.1 1.0 0.3 1.0 17 -11 0.0 0.0 0.1 1.0 0.2 1.0 9 -10 0.0 0.0 0.1 1.0 0.1 0.0 0
1 -4 0.0 1.0 0.0 0.0 0.1 0.0 8 -1 0.0 0.0 0.0 0.0 0.1 1.0 9 -10 0.0 0.0 0.1 1.0 0.1 0.0 5 0 0.0 0.0 0.0 0.0 0.1 0.0 23 -15 0.0 1.0 0.1 1.0 0.4 1.0 22 -11 0.0 0.0 0.1 1.0 0.3 1.0 14 -10 0.0 0.0 0.1 1.0 0.2 0.0 5 0 0.0 0.0 0.0 0.0 0.1 0.0 0
8 -1 0.0 0.0 0.0 0.0 0.1 1.0 9 -10 0.0 0.0 0.1 1.0 0.1 0.0 5 0 0.0 0.0 0.0 0.0 0.1 0.0 2 -2 0.0 1.0 0.0 0.0 0.1 0.0 24 -13 0.0 1.0 0.1 1.0 0.4 1.0 16 -12 0.0 1.0 0.1 1.0 0.3 0.0 7 -2 0.0 1.0 0.0 0.0 0.2 0.0 2 -2 0.0 1.0 0.0 0.0 0.1 0.0 0
9 -10 0.0 0.0 0.1 1.0 0.1 0.0 5 0 0.0 0.0 0.0 0.0 0.1 0.0 2 -2 0.0 1.0 0.0 0.0 0.1 0.0 2 -12 0.0 0.0 0.0 0.0 0.0 0.0 18 -24 0.0 1.0 0.1 1.0 0.3 0.0 9 -14 0.0 1.0 0.0 0.0 0.2 0.0 4 -14 0.0 1.0 0.0 0.0 0.1 0.0 2 -12 0.0 0.0 0.0 0.0 0.0 0.0 0
5 0 0.0 0.0 0.0 0.0 0.1 0.0 2 -2 0.0 1.0 0.0 0.0 0.1 0.0 2 -12 0.0 0.0 0.0 0.0 0.0 0.0 6 -14 0.1 0.0 0.0 0.0 0.2 2.0 15 -28 0.1 1.0 0.0 0.0 0.4 2.0 10 -28 0.1 1.0 0.0 0.0 0.3 2.0 8 -26 0.1 0.0 0.0 0.0 0.2 2.0 6 -14 0.1 0.0 0.0 0.0 0.2 2.0 0
2 -2 0.0 1.0 0.0 0.0 0.1 0.0 2 -12 0.0 0.0 0.0 0.0 0.0 0.0 6 -14 0.1 0.0 0.0 0.0 0.2 2.0 5 -3 0.0 0.0 0.0 0.0 0.0 0.0 15 -31 0.1 1.0 0.0 0.0 0.3 2.0 13 -29 0.1 0.0 0.0 0.0 0.2 2.0 11 -17 0.1 0.0 0.0 0.0 0.2 2.0 5 -3 0.0 0.0 0.0 0.0 0.0 0.0 0
-2 -26 0.2 1.0 0.1 1.0 0.0 0.0 8 -29 0.1 0.0 0.0 0.0 0.1 1.0 21 -8 0.2 0.0 0.0 0.0 0.0 0.0 24 -1 0.1 0.0 0.0 1.0 0.1 0.0 51 -64 0.6 1.0 0.1 2.0 0.2 1.0 53 -38 0.4 0.0 0.0 1.0 0.2 1.0 45 -9 0.3 0.0 0.0 1.0 0.1 0.0 24 -1 0.1 0.0 0.0 1.0 0.1 0.0 1
8 -29 0.1 0.0 0.0 0.0 0.1 1.0 21 -8 0.2 0.0 0.0 0.0 0.0 0.0 24 -1 0.1 0.0 0.0 1.0 0.1 0.0 11 -26 0.2 1.0 0.0 0.0 0.0 0.0 64 -64 0.6 1.0 0.0 1.0 0.2 1.0 56 -35 0.5 1.0 0.0 1.0 0.1 0.0 35 -27 0.3 1.0 0.0 1.0 0.1 0.0 11 -26 0.2 1.0 0.0 0.0 0.0 0.0 1
21 -8 0.2 0.0 0.0 0.0 0.0 0.0 24 -1 0.1 0.0 0.0 1.0 0.1 0.0 11 -26 0.2 1.0 0.0 0.0 0.0 0.0 -10 -6 0.1 0.0 0.1 1.0 0.0 0.0 46 -41 0.6 1.0 0.1 2.0 0.1 0.0 25 -33 0.4 1.0 0.1 2.0 0.1 0.0 1 -32 0.3 1.0 0.1 1.0 0.0 0.0 -10 -6 0.1 0.0 0.1 1.0 0.0 0.0 1
24 -1 0.1 0.0 0.0 1.0 0.1 0.0 11 -26 0.2 1.0 0.0 0.0 0.0 0.0 -10 -6 0.1 0.0 0.1 1.0 0.0 0.0 -17 -10 0.1 1.0 0.1 0.0 0.0 0.0 8 -43 0.5 0.0 0.0 2.0 0.1 0.0 -16 -42 0.4 0.0 0.0 1.0 0.0 0.0 -27 -16 0.2 1.0 0.0 1.0 0.0 0.0 -17 -10 0.1 1.0 0.1 0.0 0.0 0.0 1
11 -26 0.2 1.0 0.0 0.0 0.0 0.0 -10 -6 0.1 0.0 0.1 1.0 0.0 0.0 -17 -10 0.1 1.0 0.1 0.0 0.0 0.0 -15 -22 0.1 0.0 0.0 0.0 0.0 0.0 -31 -64 0.5 0.0 0.0 1.0 0.0 0.0 -42 -38 0.3 1.0 0.0 1.0 0.0 0.0 -32 -32 0.2 1.0 0.1 0.0 0.0 0.0 -15 -22 0.1 0.0 0.0 0.0 0.0 0.0 1
-10 -6 0.1 0.0 0.1 1.0 0.0 0.0 -17 -10 0.1 1.0 0.1 0.0 0.0 0.0 -15 -22 0.1 0.0 0.0 0.0 0.0 0.0 -10 -12 0.1 1.0 0.4 0.0 0.1 2.0 -52 -50 0.4 0.0 0.4 1.0 0.1 2.0 -42 -44 0.3 0.0 0.3 0.0 0.1 2.0 -25 -34 0.2 1.0 0.4 0.0 0.1 2.0 -10 -12 0.1 1.0 0.4 0.0 0.1 2.0 1
